32,1024,8,1,23,17,9,50
32,1024,8,2,25,20,9,56
32,1024,8,2,22,23,9,56
32,1024,8,2,22,17,9,50
32,1024,8,1,23,18,9,51
32,1024,8,2,23,17,8,50
32,1024,8,3,66,72,26,167
32,1024,8,2,32,30,11,75
32,1024,8,2,29,26,10,67
32,1024,8,1,20,17,9,47
64,1024,8,4,24,19,10,57
64,1024,8,3,24,19,9,55
64,1024,8,3,22,19,8,52
64,1024,8,3,19,21,9,52
64,1024,8,3,25,15,8,51
64,1024,8,3,23,18,9,53
64,1024,8,3,24,19,9,55
64,1024,8,3,19,17,9,48
64,1024,8,3,23,18,9,53
64,1024,8,3,24,20,9,56
128,1024,8,6,23,19,9,57
128,1024,8,6,20,17,9,52
128,1024,8,5,22,17,8,52
128,1024,8,5,21,17,8,51
128,1024,8,6,26,32,11,75
128,1024,8,6,23,18,9,56
128,1024,8,5,24,18,8,55
128,1024,8,5,22,17,8,52
128,1024,8,6,20,21,9,56
128,1024,8,7,33,20,11,71
256,1024,8,11,21,18,9,59
256,1024,8,11,19,17,9,56
256,1024,8,11,22,18,9,60
256,1024,8,11,23,18,9,61
256,1024,8,13,24,32,11,80
256,1024,8,11,23,18,9,61
256,1024,8,11,26,14,9,60
256,1024,8,11,22,18,8,59
256,1024,8,11,22,19,9,61
256,1024,8,11,23,18,8,60
512,1024,8,22,23,18,9,72
512,1024,8,22,23,19,8,72
512,1024,8,22,22,18,9,71
512,1024,8,28,44,43,13,128
512,1024,8,27,32,20,11,90
512,1024,8,30,29,16,11,86
512,1024,8,27,33,19,9,88
512,1024,8,27,29,24,11,91
512,1024,8,22,19,17,9,67
512,1024,8,22,23,17,9,71
1024,1024,8,44,23,17,9,93
1024,1024,8,44,23,21,9,97
1024,1024,8,44,23,18,9,94
1024,1024,8,44,29,17,10,100
1024,1024,8,44,20,18,9,91
1024,1024,8,44,23,19,9,95
1024,1024,8,44,27,15,9,95
1024,1024,8,43,24,20,9,96
1024,1024,8,56,28,20,11,115
1024,1024,8,43,20,16,9,88
2048,1024,8,87,21,17,10,135
2048,1024,8,86,24,17,9,136
2048,1024,8,87,21,21,10,139
2048,1024,8,88,42,25,25,180
2048,1024,8,87,27,21,10,145
2048,1024,8,87,24,29,12,152
2048,1024,8,87,26,21,11,145
2048,1024,8,87,27,19,10,143
2048,1024,8,87,27,21,10,145
2048,1024,8,94,29,21,10,154
4096,1024,8,173,28,21,13,235
4096,1024,8,175,27,18,12,232
4096,1024,8,174,26,18,12,230
4096,1024,8,173,31,26,15,245
4096,1024,8,225,28,24,15,292
4096,1024,8,179,26,17,11,233
4096,1024,8,174,33,29,17,253
4096,1024,8,231,27,26,14,298
4096,1024,8,195,26,18,13,252
4096,1024,8,236,31,20,16,303
8192,1024,8,364,32,19,16,431
8192,1024,8,356,31,19,14,420
8192,1024,8,348,27,17,15,407
8192,1024,8,348,30,19,16,413
8192,1024,8,345,29,22,14,410
8192,1024,8,346,33,16,16,411
8192,1024,8,364,34,16,14,428
8192,1024,8,346,33,20,17,416
8192,1024,8,349,30,18,15,412
8192,1024,8,374,65,28,21,488
16384,1024,8,692,47,23,35,797
16384,1024,8,705,45,26,37,813
16384,1024,8,690,39,18,20,767
16384,1024,8,692,135,24,32,883
16384,1024,8,697,40,19,22,778
16384,1024,8,704,39,19,22,784
16384,1024,8,691,36,18,21,766
16384,1024,8,691,49,21,25,786
16384,1024,8,712,44,15,21,792
16384,1024,8,717,39,18,20,794
32768,1024,8,1769,51,21,32,1873
32768,1024,8,1652,57,22,35,1766
32768,1024,8,1390,81,31,37,1539
32768,1024,8,1383,56,26,35,1500
32768,1024,8,1443,61,20,34,1558
32768,1024,8,1526,65,26,69,1686
32768,1024,8,1385,55,26,38,1504
32768,1024,8,1383,53,23,35,1494
32768,1024,8,1398,58,21,34,1511
32768,1024,8,1392,48,23,32,1495
65536,1024,8,2776,78,34,59,2947
65536,1024,8,2782,106,36,65,2989
65536,1024,8,2781,111,35,62,2989
65536,1024,8,2783,159,111,75,3128
65536,1024,8,2781,243,40,132,3196
65536,1024,8,2778,92,31,60,2961
65536,1024,8,2777,85,31,54,2947
65536,1024,8,3020,119,103,58,3300
65536,1024,8,2836,181,48,111,3176
65536,1024,8,2778,110,37,58,2983
131072,1024,8,6027,187,54,105,6373
131072,1024,8,5581,1176,145,174,7076
131072,1024,8,7102,213,51,117,7483
131072,1024,8,5921,481,84,288,6774
131072,1024,8,5711,369,129,94,6303
131072,1024,8,8171,372,132,161,8836
131072,1024,8,5672,247,129,157,6205
131072,1024,8,6221,425,61,140,6847
131072,1024,8,5603,313,140,183,6239
131072,1024,8,5964,295,131,159,6549
262144,1024,8,11795,451,169,312,12727
262144,1024,8,11071,314,92,187,11664
262144,1024,8,13528,882,216,515,15141
262144,1024,8,11471,363,165,202,12201
262144,1024,8,13234,364,168,188,13954
262144,1024,8,11322,375,166,204,12067
262144,1024,8,13241,467,174,490,14372
262144,1024,8,12330,379,100,212,13021
262144,1024,8,11844,413,170,211,12638
262144,1024,8,11911,664,170,253,12998
524288,1024,8,23555,1204,179,521,25459
524288,1024,8,23917,683,1254,533,26387
524288,1024,8,24358,640,164,369,25531
524288,1024,8,24450,1564,168,404,26586
524288,1024,8,23054,865,186,1414,25519
524288,1024,8,23875,743,175,379,25172
524288,1024,8,23548,639,172,361,24720
524288,1024,8,26268,697,168,391,27524
524288,1024,8,23505,675,172,1384,25736
524288,1024,8,23924,2097,237,891,27149
