32,1024,8192,2,243,5,29,279
32,1024,8192,2,157,3,13,175
32,1024,8192,2,159,3,16,180
32,1024,8192,2,240,4,18,264
32,1024,8192,3,193,3,14,213
32,1024,8192,3,362,5,22,392
32,1024,8192,2,161,3,13,179
32,1024,8192,2,162,3,13,180
32,1024,8192,2,163,3,14,182
32,1024,8192,2,165,2,13,182
64,1024,8192,3,173,2,14,192
64,1024,8192,4,170,3,17,194
64,1024,8192,3,142,2,13,160
64,1024,8192,3,168,3,14,188
64,1024,8192,3,153,3,14,173
64,1024,8192,3,155,2,13,173
64,1024,8192,4,169,2,13,188
64,1024,8192,3,146,3,14,166
64,1024,8192,3,138,2,13,156
64,1024,8192,3,148,2,13,166
128,1024,8192,7,170,3,12,192
128,1024,8192,6,158,3,13,180
128,1024,8192,6,145,3,13,167
128,1024,8192,6,140,3,13,162
128,1024,8192,6,139,3,13,161
128,1024,8192,6,147,3,12,168
128,1024,8192,6,150,3,13,172
128,1024,8192,6,144,2,13,165
128,1024,8192,6,138,2,12,158
128,1024,8192,6,142,2,12,162
256,1024,8192,11,151,2,13,177
256,1024,8192,14,177,4,17,212
256,1024,8192,12,152,3,13,180
256,1024,8192,13,144,3,12,172
256,1024,8192,12,150,3,13,178
256,1024,8192,14,148,3,15,180
256,1024,8192,12,145,3,13,173
256,1024,8192,11,143,3,12,169
256,1024,8192,11,139,3,12,165
256,1024,8192,12,146,3,13,174
512,1024,8192,23,133,3,13,172
512,1024,8192,23,142,3,13,181
512,1024,8192,23,145,3,13,184
512,1024,8192,23,147,2,13,185
512,1024,8192,23,143,3,13,182
512,1024,8192,23,186,3,18,230
512,1024,8192,23,159,3,13,198
512,1024,8192,28,163,3,17,211
512,1024,8192,23,155,3,13,194
512,1024,8192,23,160,3,13,199
1024,1024,8192,45,150,2,13,210
1024,1024,8192,46,144,2,13,205
1024,1024,8192,45,138,2,13,198
1024,1024,8192,46,161,2,14,223
1024,1024,8192,45,142,2,14,203
1024,1024,8192,45,136,2,13,196
1024,1024,8192,47,136,3,12,198
1024,1024,8192,46,179,3,14,242
1024,1024,8192,45,139,2,13,199
1024,1024,8192,45,159,3,13,220
2048,1024,8192,91,143,2,14,250
2048,1024,8192,110,143,3,16,272
2048,1024,8192,91,163,2,15,271
2048,1024,8192,91,146,2,14,253
2048,1024,8192,91,150,3,14,258
2048,1024,8192,91,137,3,14,245
2048,1024,8192,91,142,2,13,248
2048,1024,8192,101,205,3,15,324
2048,1024,8192,91,180,4,15,290
2048,1024,8192,90,172,3,18,283
4096,1024,8192,181,151,3,16,351
4096,1024,8192,181,145,3,26,355
4096,1024,8192,181,145,2,15,343
4096,1024,8192,181,146,2,15,344
4096,1024,8192,181,159,3,16,359
4096,1024,8192,181,153,2,16,352
4096,1024,8192,200,161,3,15,379
4096,1024,8192,182,164,2,29,377
4096,1024,8192,181,149,3,16,349
4096,1024,8192,181,172,3,16,372
8192,1024,8192,372,183,2,19,576
8192,1024,8192,363,162,3,19,547
8192,1024,8192,362,146,3,18,529
8192,1024,8192,364,150,2,26,542
8192,1024,8192,363,147,3,18,531
8192,1024,8192,425,147,3,18,593
8192,1024,8192,441,180,3,23,647
8192,1024,8192,362,150,3,19,534
8192,1024,8192,362,154,3,19,538
8192,1024,8192,363,150,3,18,534
16384,1024,8192,724,159,2,24,909
16384,1024,8192,735,160,2,25,922
16384,1024,8192,723,157,2,25,907
16384,1024,8192,725,160,3,25,913
16384,1024,8192,729,160,3,26,918
16384,1024,8192,879,210,4,29,1122
16384,1024,8192,724,158,2,24,908
16384,1024,8192,718,157,3,25,903
16384,1024,8192,739,165,3,28,935
16384,1024,8192,733,157,2,27,919
32768,1024,8192,1459,185,3,34,1681
32768,1024,8192,1448,181,3,35,1667
32768,1024,8192,1450,183,3,34,1670
32768,1024,8192,1461,191,3,35,1690
32768,1024,8192,1458,179,2,35,1674
32768,1024,8192,1450,170,3,35,1658
32768,1024,8192,1446,1324,5,74,2849
32768,1024,8192,1468,206,2,36,1712
32768,1024,8192,1536,207,3,38,1784
32768,1024,8192,1557,185,2,34,1778
65536,1024,8192,2928,264,3,61,3256
65536,1024,8192,2929,232,3,62,3226
65536,1024,8192,2915,258,4,66,3243
65536,1024,8192,3288,296,3,71,3658
65536,1024,8192,2928,295,5,68,3296
65536,1024,8192,2955,229,3,60,3247
65536,1024,8192,2883,210,3,59,3155
